1,7329
4,21659
5,28000
6,36324
11,48055
19,15987
35,65990
36,28000
42,12495
44,77512
46,22073
49,28000
61,28544
79,7329
81,18176
82,8764
83,10631
87,28000
90,21472
91,11848
93,12495
94,36294
96,36294
99,43819
102,28000
114,48055
118,22496
119,36849
128,40891
132,11058
133,11758
135,5749
139,36324
143,51582
147,5749
150,4225
156,48055
159,35782
162,14285
167,7329
168,35497
171,11855
178,43249
181,21659
182,18176
185,0
186,15987
187,21161
190,35497
191,16178
192,65990
196,651
204,16178
217,28000
218,51582
219,43249
222,17358
223,6148
224,907
233,33497
235,10704
236,34153
237,43249
241,15987
244,28000
246,77512
255,9033
256,65990
257,4225
261,21659
264,35497
265,43249
270,29763
271,0
272,22653
273,0
278,10631
280,58622
285,28000
286,2921
289,10090
293,17459
296,28000
300,13854
307,38311
308,11712
321,36294
322,9033
329,14708
333,28000
334,16761
342,35782
348,47399
349,16761
350,0
351,43249
359,2921
362,21472
367,4225
374,34153
376,0
377,37775
385,10090
386,36294
393,48055
395,40891
396,38311
397,0
400,2921
401,0
403,28000
409,34153
425,33497
427,43819
437,15126
438,16153
446,36849
453,17459
454,10705
457,16178
463,36324
470,20205
471,34153
476,15987
483,21161
484,43819
487,14708
492,10126
493,10631
498,51582
500,35251
501,16153
510,28544
515,22653
527,51582
533,21472
536,11758
541,9033
548,82821
549,34153
550,0
552,35251
559,0
564,10126
566,77512
570,651
572,6148
573,14708
577,22653
580,22073
581,7329
582,10718
583,29763
584,11712
585,4225
590,51364
595,19213
598,33742
610,18526
612,19127
615,46265
618,28445
619,57895
624,18999
631,28690
642,33742
643,3098
645,28690
648,35703
651,71018
659,34237
672,27409
673,24773
674,24664
677,57895
678,39455
681,6983
682,14843
684,24773
686,56623
687,18526
688,6983
691,32314
693,32700
698,16234
705,43056
713,6983
721,35703
722,14015
727,28000
729,14015
731,14368
734,17545
735,32566
744,48024
746,43056
747,58865
748,27360
749,28568
755,3098
759,18526
767,48024
770,35703
775,3098
776,43651
783,28690
791,41472
794,35703
798,26697
803,20989
804,48432
809,43056
810,24773
815,55454
816,29134
819,33742
827,19127
838,51364
840,72969
845,22464
846,14843
847,24664
850,14015
852,18999
853,6983
857,51548
858,71018
864,22059
865,14368
866,11575
870,51548
878,22464
879,51364
889,39455
900,33742
901,20432
902,39455
903,35703
905,55454
910,29134
911,27360
912,18526
914,71018
918,27409
922,48024
932,48432
934,29134
939,6983
943,28568
947,17545
948,34237
949,32314
960,48024
982,14843
985,51548
991,67087
992,24773
995,17545
996,22464
997,22059
999,18999
1000,54838
1001,32314
1005,26697
1014,48024
1015,18526
1017,19127
1021,43651
1023,14015
1030,39455
1031,35703
1034,28568
1039,48024
1044,26390
1046,46265
1051,19127
1052,3098
1056,16234
1062,29134
1063,57895
1064,48432
1065,35174
1066,83505
1071,22464
1073,18999
1074,14015
1079,33742
1080,18526
1082,33742
1085,56623
1089,14843
1116,19213
1121,22059
1130,32566
1131,22464
1133,14015
1138,27360
1140,39455
1141,18999
1143,35907
1145,0
1152,18526
1155,35703
1159,54668
1160,18461
1161,28690
1162,20989
1163,33742
1164,26697
1178,20989
1193,48432
1194,41472
1195,17545
1198,51048
1219,51548
1222,59088
1224,43056
1229,62070
1231,35703
1232,39455
1238,45974
1239,20989
1240,32700
1242,14843
1243,48432
1245,51048
1250,28445
1257,14368
1258,11575
1260,0
1263,14015
1267,28445
1268,32700
1271,51548
1272,18246
1279,0
1280,44577
1288,10843
1294,13854
1311,11263
1319,11855
1322,47284
1324,8764
1328,10821
1343,19026
1348,10718
1350,8764
1357,20989
1361,13854
1375,19026
1379,10843
1382,8764
1392,10821
1395,50579
1400,10126
1402,13854
1406,36407
1407,13854
1413,11263
1414,11855
1416,47399
1417,34481
1428,5715
1432,34481
1433,11263
1436,11855
1439,47284
1444,10718
1455,10821
1462,70769
1463,18295
1481,33181
1482,28000
1492,76755
1493,18939
1504,17300
1515,28000
1516,51049
1521,20577
1522,34991
1526,39781
1532,11676
1565,4438
1574,43220
1575,17546
1579,28003
1586,28000
1598,94481
1614,28000
1620,8344
1621,69600
1626,12686
1640,6892
1652,36294
1654,28003
1655,45861
1670,20278
1673,28000
1674,43220
1677,20577
1683,69600
1688,45861
1693,51049
1719,17546
1722,49240
1735,34991
1736,4438
1739,75403
1741,54786
1747,39781
1748,45861
1760,36294
1762,58335
1764,8344
1771,17300
1786,39781
1787,16875
1788,9671
1802,94481
1803,17546
1813,28000
1817,20577
1821,33181
1823,51049
1824,8344
1833,9671
1834,28000
1838,28000
1842,34991
1850,49240
1860,17300
1866,50737
1911,58335
1913,28000
1915,28000
1933,15880
1951,53733
1982,28000
1984,75403
1985,34991
1988,9671
2000,6892
2001,4438
2023,28000
2033,34991
2041,28000
2043,49240
2056,13536
2067,74148
2070,16875
2071,15880
2073,20824
2077,17300
2079,43792
2084,28000
2089,28000
2090,21851
2106,74148
2110,69600
2119,45861
2139,33181
2147,34991
2158,36294
2187,20278
2192,53733
2193,21851
2206,33181
2212,52138
2225,49240
2229,28000
2230,50737
2235,6892
2249,4438
2260,33181
2274,52138
2277,9671
2285,18939
2289,34991
2298,39781
2324,75403
2340,36294
2349,20278
2350,47477
2355,39781
2356,51049
2359,49240
2390,23313
2392,30657
2395,45770
2398,26860
2413,26860
2420,6593
2422,49149
2432,35365
2440,6593
2442,28000
2455,26860
2456,49149
2476,26860
2487,6593
2489,1991
2493,26285
2497,30657
2499,6593
2501,45770
2515,10062
2523,1991
2528,45770
2532,13079
2546,10208
2564,10208
2572,28000
2587,35365
2591,1282
2608,10062
2622,30584
2629,28000
2638,28000
2639,81010
2641,10208
2644,26231
2645,30584
2652,30657
2656,1991
2665,6276
2689,28000
2692,6593
2698,26231
2717,28000
2725,6593
2727,28000
2746,118099
2750,119270
2753,30719
2755,43700
2756,28000
2765,28000
2770,0
2771,69468
2772,28000
2774,43700
2775,69468
2782,15163
2784,28000
2790,15163
2794,24160
2795,25080
2802,9134
2808,29939
2812,13079
2834,32392
2845,69468
2848,52143
2851,28000
2854,24029
2861,28000
2862,24160
2876,28000
2890,0
2891,76226
2892,30719
2896,36295
2901,13357
2905,28000
2906,33575
2907,12767
2908,28000
2916,7384
2919,27859
2920,11989
2922,28000
2937,28000
2951,58622
2954,12073
2959,52143
2968,0
2974,19236
2978,69468
2982,52143
2984,12767
2989,28000
3002,36012
3007,69468
3009,28000
3019,29627
3029,325
3034,76160
3047,36921
3050,28000
3053,28000
3055,12767
3060,52143
3061,30719
3082,30604
3085,48780
3087,11989
3089,119270
3093,36921
3102,11989
3103,10490
3104,33575
3107,69468
3118,3227
3123,28000
3127,28000
3131,93745
3138,13357
3156,28000
3159,28000
3161,33575
3167,45457
3182,76160
3186,24029
3198,30719
3217,12767
3218,93745
3221,30719
3222,80539
3235,27859
3236,36295
3237,28000
3240,3843
3252,25736
3253,33575
3254,36034
3266,24160
3273,19236
3278,69468
3289,79515
3302,48780
3311,33575
3313,119270
3315,3227
3318,923
3338,32392
3345,36295
3347,28000
3349,30719
3356,69468
3371,43452
3379,36012
3392,923
3396,11989
3399,80539
3400,79515
3408,54114
3410,27859
3412,52143
3417,82821
3418,76160
3419,13357
3420,30719
3424,3227
3434,52143
3435,13357
3436,69468
3443,15163
3445,9134
3446,24160
3450,62954
3461,28000
3463,30719
3475,30604
3476,81010
3484,118099
3487,47284
3491,28000
3494,69541
3495,28000
3501,10490
3502,28000
3503,0
3506,48780
3508,28000
3514,72054
3516,24029
3518,76160
3523,25736
3527,119270
3529,19236
3535,28000
3539,32392
3544,82821
3549,75995
3550,36012
3551,65965
3553,28000
3565,3843
3596,28000
3598,43452
3602,65965
3603,77775
3605,3227
3608,26515
3612,119270
3617,85235
3618,12767
3622,80539
3627,30719
3630,32215
3638,10490
3639,76226
3644,36295
3647,119270
3648,28000
3660,28000
3676,10240
3677,30604
3678,28000
3681,28000
3688,76160
3690,28000
3697,74200
3701,39513
3705,31552
3712,51024
3727,12763
3728,13229
3730,10062
3731,73648
3740,45457
3750,51024
3767,36181
3769,70472
3775,24029
3780,74200
3785,45457
3791,36181
3792,12763
3798,14587
3814,43452
3818,74200
3820,66563
3826,67502
3832,22163
3835,17792
3840,22163
3844,9812
3852,12767
3858,39513
3870,77775
3879,30584
3884,14587
3896,21810
3898,9893
3909,73648
3914,39513
3949,22163
3982,50712
3993,13536
3997,36295
4011,28000
4012,13673
4019,17792
4024,1288
4034,39430
4051,22163
4061,1288
4062,70472
4068,39226
4073,39513
4076,23003
4079,101144
4082,56430
4083,21810
4087,36181
4090,70472
4091,22163
4092,1288
4095,17792
4107,20646
4119,39513
4122,43452
4125,73648
4127,9893
4128,39430
4131,33984
4140,1288
4143,52319
4163,7384
4165,51527
4168,39430
4177,47472
4180,25080
4185,36181
4207,28000
4208,12763
4209,29939
4222,45457
4223,25080
4228,70138
4232,39513
4242,14587
4245,66563
4248,36034
4269,47472
4284,20646
4285,36012
4294,17792
4296,51660
4301,36181
4308,39513
4312,1288
4324,22163
4330,101144
4351,20646
4358,24029
4360,101144
4383,45457
4387,30584
4390,73440
4394,76030
4399,12073
4400,67502
4402,22163
4404,57855
4405,52319
4406,39430
4408,101144
4418,30584
4433,75339
4440,28000
4442,10457
4453,28000
4455,26868
4457,28000
4459,28000
4464,17230
4483,11824
4485,24696
4494,7220
4499,8356
4508,26335
4510,9641
4512,18528
4519,12831
4524,4876
4529,14285
4534,3159
4536,28000
4537,28000
4550,32014
4556,11723
4557,7411
4558,40898
4560,12565
4561,5444
4566,67809
4570,26799
4571,28000
4573,5240
4576,18528
4580,3292
4584,18805
4585,18860
4588,12608
4598,2492
4613,14350
4614,8356
4619,11676
4625,39229
4627,4876
4632,16331
4636,12730
4641,28000
4642,27856
4643,26335
4651,20123
4652,14995
4654,22038
4655,28000
4656,33749
4657,4301
4660,2492
4661,7907
4671,16331
4674,5467
4675,24091
4678,4301
4683,18805
4684,15740
4694,26946
4695,14390
4696,28000
4699,16456
4700,4301
4707,28000
4716,16331
4724,21954
4725,18805
4726,12608
4731,14300
4732,32215
4735,28000
4738,34402
4749,5240
4751,28000
4752,22038
4755,14300
4765,28000
4778,28000
4791,32014
4795,58008
4797,16619
4799,21016
4802,24091
4806,20123
4810,7635
4811,14285
4814,55233
4818,58008
4819,11723
4820,6391
4829,18375
4834,4888
4837,18020
4840,50309
4841,24091
4843,7131
4847,15459
4850,6535
4860,55233
4861,40898
4862,50309
4863,21905
4866,18375
4868,39229
4869,16619
4872,26799
4876,47052
4877,20824
4878,17169
4881,28000
4884,41165
4885,16331
4889,27211
4890,28000
4893,14000
4900,11824
4902,24091
4903,14674
4904,21016
4906,14300
4914,5467
4923,14565
4929,42348
4932,3292
4934,28000
4946,19545
4953,0
4968,21016
4969,32014
4974,11824
4975,21954
4976,11555
4977,64109
4978,14565
4980,7907
4981,51764
4984,24696
4988,27211
4990,12831
4994,47052
4995,11676
4996,12982
5001,41973
5002,24696
5003,20123
5004,75565
5006,9626
5009,17169
5011,94481
5012,7131
5015,58008
5018,4301
5025,16619
5029,33749
5031,7220
5036,7907
5037,28000
5039,19841
5041,5240
5045,12565
5046,28000
5048,14995
5055,18375
5057,28000
5061,14324
5072,4155
5081,19841
5084,31504
5091,63170
5092,18020
5094,17263
5096,8356
5098,58008
5101,16990
5106,19545
5108,3292
5110,17169
5112,10784
5113,21905
5114,7220
5115,26335
5121,12831
5123,47052
5124,16456
5129,10492
5130,18860
5132,26335
5134,7635
5136,9717
5138,17230
5141,3159
5147,58008
5149,28000
5150,7907
5157,27856
5160,28000
5161,26868
5171,51952
5174,12982
5178,982
5183,28000
5191,52943
5192,28000
5196,27211
5200,18375
5201,19545
5205,7220
5206,25906
5208,21905
5209,1232
5210,5240
5211,26868
5214,14350
5215,17230
5216,12608
5218,11676
5219,17770
5225,25906
5226,26335
5228,14350
5230,16331
5246,14833
5248,28000
5250,10457
5253,26799
5255,12643
5257,19841
5260,20997
5261,13526
5262,9224
5265,28000
5274,15697
5275,7914
5279,24831
5282,10428
5289,28000
5290,23022
5293,28000
5294,13982
5302,21297
5306,2818
5308,25729
5324,19986
5325,46943
5331,16153
5333,15697
5335,28000
5336,28000
5338,4450
5343,19653
5344,28000
5347,12329
5351,60575
5353,37065
5359,13467
5364,28000
5368,22539
5373,34455
5374,26515
5376,85530
5377,28000
5380,28000
5384,41491
5386,33891
5389,33339
5390,11304
5393,11314
5397,6535
5398,22719
5399,24831
5400,32215
5401,8040
5403,40564
5404,14055
5406,51057
5408,7226
5409,28000
5410,22539
5413,14833
5414,19986
5420,20732
5421,4450
5439,25729
5442,11065
5443,7870
5444,20794
5445,19223
5448,14636
5449,15784
5451,15319
5453,28000
5457,11569
5458,42856
5461,11877
5470,18667
5473,26487
5479,28000
5480,13982
5482,3993
5483,26487
5485,28000
5487,28000
5491,11566
5493,28000
5494,16280
5496,50919
5497,4450
5498,23022
5499,25729
5500,15697
5502,47109
5504,1119
5505,28000
5507,18226
5514,9368
5524,15143
5527,8899
5528,20643
5530,20997
5536,50919
5539,16775
5540,38646
5541,28000
5544,12329
5545,7870
5547,10280
5548,40564
5550,47109
5551,22064
5555,0
5565,19653
5566,41435
5568,33891
5571,23731
5577,19223
5582,10430
5584,11569
5593,15697
5594,22110
5597,47109
5598,15770
5599,14059
5602,30543
5607,28000
5613,11304
5621,9044
5624,13467
5631,36070
5632,9859
5638,12539
5641,33891
5642,9458
