id,position
7,39.298062750052644
14,39.298062750052644
21,39.298062750052644
28,39.298062750052644
35,39.298062750052644
42,39.298062750052644
49,39.298062750052644
56,39.298062750052644
63,39.298062750052644
70,39.298062750052644
77,39.298062750052644
84,39.298062750052644
91,39.298062750052644
98,39.298062750052644
105,39.298062750052644
112,39.298062750052644
119,39.298062750052644
126,39.298062750052644
133,39.298062750052644
140,39.298062750052644
147,39.298062750052644
154,39.298062750052644
161,39.298062750052644
168,39.298062750052644
175,39.298062750052644
182,39.298062750052644
189,39.298062750052644
196,39.298062750052644
203,39.298062750052644
210,39.298062750052644
217,39.298062750052644
224,39.298062750052644
231,39.298062750052644
238,39.298062750052644
245,39.298062750052644
252,39.298062750052644
259,39.298062750052644
266,39.298062750052644
273,39.298062750052644
280,39.298062750052644
287,39.298062750052644
294,39.298062750052644
301,39.298062750052644
308,39.298062750052644
315,39.298062750052644
322,39.298062750052644
329,39.298062750052644
336,39.298062750052644
343,39.298062750052644
350,39.298062750052644
357,39.298062750052644
364,39.298062750052644
371,39.298062750052644
378,39.298062750052644
385,39.298062750052644
392,39.298062750052644
399,39.298062750052644
406,39.298062750052644
413,39.298062750052644
420,39.298062750052644
427,39.298062750052644
434,39.298062750052644
441,39.298062750052644
448,39.298062750052644
455,39.298062750052644
462,39.298062750052644
469,39.298062750052644
476,39.298062750052644
483,39.298062750052644
490,39.298062750052644
497,39.298062750052644
504,39.298062750052644
511,39.298062750052644
518,39.298062750052644
525,39.298062750052644
532,39.298062750052644
539,39.298062750052644
546,39.298062750052644
553,39.298062750052644
560,39.298062750052644
567,39.298062750052644
574,39.298062750052644
581,39.298062750052644
588,39.298062750052644
595,39.298062750052644
602,39.298062750052644
609,39.298062750052644
616,39.298062750052644
623,39.298062750052644
630,39.298062750052644
637,39.298062750052644
644,39.298062750052644
651,39.298062750052644
658,39.298062750052644
665,39.298062750052644
672,39.298062750052644
679,39.298062750052644
686,39.298062750052644
693,39.298062750052644
700,39.298062750052644
707,39.298062750052644
714,39.298062750052644
721,39.298062750052644
728,39.298062750052644
735,39.298062750052644
742,39.298062750052644
749,39.298062750052644
756,39.298062750052644
763,39.298062750052644
770,39.298062750052644
777,39.298062750052644
784,39.298062750052644
791,39.298062750052644
798,39.298062750052644
805,39.298062750052644
812,39.298062750052644
819,39.298062750052644
826,39.298062750052644
833,39.298062750052644
840,39.298062750052644
847,39.298062750052644
854,39.298062750052644
861,39.298062750052644
868,39.298062750052644
875,39.298062750052644
882,39.298062750052644
889,39.298062750052644
896,39.298062750052644
903,39.298062750052644
910,39.298062750052644
917,39.298062750052644
924,39.298062750052644
931,39.298062750052644
938,39.298062750052644
945,39.298062750052644
952,39.298062750052644
959,39.298062750052644
966,39.298062750052644
973,39.298062750052644
980,39.298062750052644
987,39.298062750052644
994,39.298062750052644
1001,39.298062750052644
1008,39.298062750052644
1015,39.298062750052644
1022,39.298062750052644
1029,39.298062750052644
1036,39.298062750052644
1043,39.298062750052644
1050,39.298062750052644
1057,39.298062750052644
1064,39.298062750052644
1071,39.298062750052644
1078,39.298062750052644
1085,39.298062750052644
1092,39.298062750052644
1099,39.298062750052644
1106,39.298062750052644
1113,39.298062750052644
1120,39.298062750052644
1127,39.298062750052644
1134,39.298062750052644
1141,39.298062750052644
1148,39.298062750052644
1155,39.298062750052644
1162,39.298062750052644
1169,39.298062750052644
1176,39.298062750052644
1183,39.298062750052644
1190,39.298062750052644
1197,39.298062750052644
1204,39.298062750052644
1211,39.298062750052644
1218,39.298062750052644
1225,39.298062750052644
1232,39.298062750052644
1239,39.298062750052644
1246,39.298062750052644
1253,39.298062750052644
1260,39.298062750052644
1267,39.298062750052644
1274,39.298062750052644
1281,39.298062750052644
1288,39.298062750052644
1295,39.298062750052644
1302,39.298062750052644
1309,39.298062750052644
1316,39.298062750052644
1323,39.298062750052644
1330,39.298062750052644
1337,39.298062750052644
1344,39.298062750052644
1351,39.298062750052644
1358,39.298062750052644
1365,39.298062750052644
1372,39.298062750052644
